class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
p,2.11,f,i,k,f,a,,p,5.31,2.85,,,w,,,f,f,p,g,a
e,1.02,c,g,e,t,a,,w,4.9,0.91,,,n,,,f,f,,d,a
p,3.03,s,s,w,f,d,c,w,2.3,6.36,,,w,,,f,f,,g,u
p,7.33,x,i,n,f,a,c,n,8.28,7.88,,i,n,,k,t,z,k,d,u
e,10.33,x,t,y,f,p,,y,8.49,16.59,,,y,,y,t,,,d,u
e,0.98,b,g,w,f,,,g,2.56,1.56,,,w,,,f,f,,d,u
e,10.42,p,s,w,f,e,c,w,17.61,13.31,,s,w,,,t,e,,u,a
p,5.47,c,i,y,f,,c,n,6.45,7.75,,,w,,,f,f,,d,u
p,20.32,f,k,w,t,d,d,w,7.94,31.58,,,w,,,f,f,,d,a
p,4.06,o,,w,f,f,f,f,5.04,25.81,,g,w,,,t,f,,d,a
p,3.88,x,,p,f,x,,w,5.32,7.07,,,w,,,f,f,,d,a
e,4.57,x,y,n,f,s,,y,3.48,6.59,,,w,,,f,f,,d,a
p,4.08,o,s,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,u
e,15.8,s,s,k,f,a,d,y,5.39,18.56,,,w,,,f,f,w,d,u
e,8.17,x,d,y,t,p,,y,7.96,14.07,,,y,,,f,f,,d,u
p,3.96,f,d,b,f,x,c,w,4.57,3.03,b,s,n,,,f,f,,d,u
p,4.53,x,h,n,f,a,c,n,4.79,4.97,,y,o,,,t,z,,d,a
p,10.47,x,d,y,f,a,,y,11.23,24.33,r,,o,,,t,r,n,d,u
p,1.27,x,g,n,f,d,d,n,2.13,2.56,,s,n,,,f,f,,d,u
e,6.54,f,s,n,f,s,c,w,5.52,9.7,b,i,n,,,f,f,,g,u
e,6.85,x,,y,f,e,,w,5.74,11.59,b,,y,u,y,t,g,,d,u
p,6.95,x,i,y,f,a,c,n,6.93,7.06,,i,n,,k,t,z,k,d,a
p,2.48,x,g,e,f,a,,w,7.61,2.42,,,n,,,f,f,,d,u
e,19.19,p,y,n,f,,,w,29.48,20.58,s,,n,,,t,m,,m,a
e,9.14,f,s,e,f,d,d,w,9.83,15.04,,i,n,,,t,,w,d,w
e,6.02,b,h,g,f,s,d,g,6.06,10.18,,s,g,,,f,f,,d,u
e,14.76,p,s,n,t,e,,n,10.79,18.07,s,,w,,,t,l,,m,a
p,4.16,x,,n,f,x,c,p,8.35,4.24,,,n,,,f,f,,l,u
p,9.06,x,h,r,f,,c,w,11.2,16.44,,,w,u,w,t,p,,d,a
p,10.18,s,,o,t,d,,o,6.04,13.46,,,w,,,t,f,,d,u
p,3.19,x,t,n,f,s,c,p,5.1,8.85,,,w,,n,t,z,,d,u
e,4.04,x,h,n,f,a,d,y,6.17,5.11,,k,o,,,f,f,,d,w
e,7.04,f,,e,f,x,c,w,6.87,16.97,,s,w,,,f,f,,d,u
p,2.33,x,g,e,f,a,,p,6.25,2.26,,,w,,,f,f,,d,a
p,2.67,x,s,w,f,d,c,w,3.15,6.28,,,w,,,f,f,,g,a
p,8.78,x,,n,f,p,,p,9.57,28.22,c,,n,,,f,f,p,d,a
p,7.24,p,y,n,f,,,k,12.88,16.02,,,w,,,f,f,,d,a
p,4.13,f,,y,f,x,,w,5.17,6.43,,,w,,,f,f,,d,a
p,6.04,f,k,y,f,p,,n,3.63,5.59,,k,n,,,t,f,,d,u
p,1.84,x,i,k,f,a,,w,3.6,2.48,,,w,,,f,f,p,g,u
p,12.34,x,t,r,t,d,c,w,4.62,22.52,,,n,,,f,f,,d,a
p,1.42,o,k,n,f,,,n,2.7,1.27,,,n,,,f,f,,d,w
p,5.32,c,e,y,t,x,c,r,5.77,10.95,,,w,,,f,f,,g,s
e,9.68,x,s,n,t,p,,y,8.31,17.77,,,n,,w,t,p,,d,u
e,6.06,x,y,g,f,s,,y,3.94,6.58,,,w,,,f,f,,d,a
e,8.71,f,s,n,f,s,c,w,6.3,10.74,b,i,n,,,f,f,,l,a
p,2.4,c,h,n,f,,,y,8.67,3.27,,,y,,,f,f,,g,a
p,8.56,f,h,r,f,,c,w,10.95,15.29,,,w,u,w,t,g,,d,a
p,5.22,x,t,y,f,a,c,y,6.4,7.68,,g,o,,,f,f,,g,u
p,2.58,b,,k,f,a,,n,8.69,2.42,,,g,,w,f,f,k,g,a
p,3.75,o,,k,f,f,f,f,4.08,15.62,,g,n,,,f,f,,d,a
p,4.41,o,s,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,u
p,14.23,x,k,w,t,d,d,n,7.56,31.63,,,w,,,f,f,,d,a
e,18.59,f,y,w,f,,,w,27.43,21.13,s,,n,,,t,m,,m,a
p,5.09,f,l,n,f,x,d,n,6.44,5.18,,,n,,,f,f,,d,a
p,6.14,s,,y,t,d,,o,3.37,11.11,,,w,,,t,f,,d,u
e,12.55,p,d,n,f,p,,w,13.9,31.03,s,y,w,,,f,f,,d,u
e,4.33,x,,y,f,a,c,o,3.94,8.71,,,w,,,f,f,,d,a
e,6.0,f,s,b,f,x,c,w,7.51,11.64,,s,n,,,f,f,,l,w
e,3.78,x,d,n,f,p,,e,4.72,10.84,,,y,,,f,f,,d,a
e,2.89,x,h,n,f,,c,n,5.46,6.24,,s,w,,w,f,f,k,d,u
e,2.78,b,y,n,f,,c,k,6.74,3.36,,,w,,,f,f,,d,u
p,5.83,x,e,e,f,a,,g,7.99,9.74,,,y,,w,t,z,,d,a
p,1.8,x,g,y,f,d,d,n,2.29,2.61,,s,n,,,f,f,,h,a
e,3.14,x,s,o,f,a,c,o,4.8,7.12,,,o,,,f,f,,g,u
p,3.8,f,,u,f,a,,w,3.78,6.49,,,y,,,f,f,,d,a
e,9.08,x,,n,f,a,,w,7.93,16.06,,,w,,,f,f,,g,a
e,5.84,x,t,y,t,x,c,y,7.47,14.53,,,w,,,f,f,,d,u
e,8.89,f,,w,f,d,c,y,2.61,14.41,,,w,,,f,f,,d,a
p,1.19,b,h,n,f,a,,n,4.68,1.66,,t,n,,,f,f,,h,u
p,5.63,f,k,n,f,d,c,n,5.99,7.04,,i,n,,,t,,,d,a
p,2.63,f,,u,f,a,c,n,3.32,3.31,,i,w,,,f,f,,p,u
p,7.24,p,y,g,f,,,g,14.82,15.02,,s,w,,,t,z,,g,a
p,1.32,o,k,n,f,,,n,3.31,1.26,,,n,,,f,f,,d,w
p,4.49,x,y,r,f,s,c,u,6.65,7.73,,y,w,,,t,e,u,d,a
p,3.58,x,y,y,f,a,,w,5.11,3.5,,y,n,,,t,r,,g,u
e,12.6,s,,w,t,d,c,y,5.93,24.31,,,w,,,f,f,,d,a
e,16.08,x,y,n,t,e,,w,10.53,19.28,,,w,,,t,,,d,u
e,5.96,s,,n,f,d,c,w,5.35,7.89,,s,w,,,f,f,,h,a
p,2.78,x,g,e,f,a,,w,7.52,2.56,,,n,,,f,f,,d,u
p,1.62,b,h,n,f,a,,n,4.72,1.74,,t,n,,,f,f,,h,a
p,2.57,f,y,o,f,a,,o,3.23,5.09,,,y,,,f,f,,m,a
p,5.8,p,y,n,f,,,k,9.03,12.46,,s,w,,,t,z,,d,s
e,10.63,p,w,n,f,p,,w,13.21,62.03,,,n,,,f,f,,d,a
e,1.37,c,g,n,f,a,,w,4.26,1.18,,,g,,,f,f,,d,a
p,4.8,f,w,u,f,a,c,u,8.04,7.11,,s,u,,,f,f,,l,a
p,3.02,x,y,y,f,a,,w,5.07,3.16,,y,y,,,t,r,,d,a
p,0.65,x,g,o,f,,,y,3.31,0.65,,,w,,,f,f,,d,a
p,8.19,p,g,n,f,e,,w,7.42,13.65,,y,w,u,w,t,p,,d,u
p,5.8,b,k,n,f,a,c,n,4.61,5.92,,i,y,,,t,,,d,a
p,5.74,x,,y,f,s,d,y,4.6,12.4,,i,y,,,f,f,,d,a
e,8.8,x,s,u,f,a,c,w,5.26,15.16,,,w,,,f,f,,d,a
e,17.98,x,d,n,f,p,,n,16.48,38.13,s,y,w,,,f,f,,d,a
p,3.67,x,y,n,f,a,,w,5.79,3.72,,y,y,,,t,r,,g,a
p,13.72,f,t,k,t,d,c,b,4.95,24.27,,,g,,,f,f,,l,u
e,6.49,x,y,n,f,e,c,p,5.43,9.46,,y,n,,,f,f,,d,a
p,6.83,x,s,g,t,s,d,r,5.67,16.79,r,y,w,,,f,f,,d,a
p,5.72,b,s,n,f,,,w,11.13,12.62,,s,w,,,t,z,,d,a
p,9.26,b,t,w,f,e,c,w,12.27,12.72,,y,w,u,w,t,l,,d,u
e,6.72,x,y,w,f,e,c,k,5.52,12.43,,,w,,w,t,e,,m,u
e,11.77,s,t,p,t,d,c,o,6.32,18.09,,,w,,,f,f,,d,a
p,7.74,f,y,y,f,s,c,y,5.5,14.16,,y,e,,,f,f,,d,a
p,3.78,f,t,n,f,x,c,p,5.72,4.07,,i,g,,,f,f,,d,a
e,6.01,b,h,k,f,s,d,g,3.62,8.91,,s,g,,,f,f,,d,a
p,5.85,b,d,n,f,a,c,y,5.25,6.15,,i,y,,,t,,,d,a
e,8.39,x,d,n,t,p,,y,8.48,13.2,,,y,,,f,f,,d,a
p,1.69,x,,n,f,,,n,5.22,2.58,,s,n,,,f,f,k,g,a
p,1.69,f,i,l,f,a,,p,2.97,2.18,,,w,,,f,f,p,g,u
e,7.19,f,s,n,f,s,c,w,6.12,10.16,b,i,w,,,f,f,,d,a
p,4.16,o,t,n,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,u
p,7.55,x,,u,t,x,,u,7.81,18.69,s,,g,,u,f,f,,d,a
p,1.62,o,k,n,f,,,n,4.6,1.62,,,n,,,f,f,,d,a
p,9.25,f,h,r,f,,c,w,11.07,16.25,,,w,u,w,t,p,,d,u
p,5.21,x,t,o,f,a,c,n,4.58,6.35,,y,o,,,t,z,,d,w
e,3.73,x,k,n,f,p,,n,4.27,9.98,,,n,,,f,f,,d,a
p,2.96,b,,n,f,a,,k,8.96,2.32,,,n,,w,f,f,k,g,a
p,5.31,b,k,n,f,d,c,y,5.23,5.88,,i,y,,,t,,,d,u
e,1.59,x,s,n,f,d,,w,6.92,2.56,,t,y,,,f,f,,g,a
e,6.63,x,,w,f,e,,w,6.28,13.33,b,,y,u,w,t,g,,d,u
p,2.83,s,,u,f,a,,w,3.5,6.36,,,y,,,f,f,,d,u
e,3.95,f,g,n,f,a,d,g,5.25,3.72,,s,g,,,f,f,,d,s
p,3.67,f,w,p,f,a,,r,5.77,6.93,,t,y,,,f,f,,m,u
e,5.68,p,y,w,f,e,c,k,4.63,11.97,,,w,,w,t,e,,g,u
e,49.26,o,y,y,f,p,,y,5.07,36.41,,k,k,,,f,f,,d,s
p,3.37,b,y,p,f,e,c,n,4.56,3.44,,k,w,,,t,e,,d,u
e,2.33,x,,b,f,,d,w,7.05,5.04,,,w,,,f,f,,d,a
p,5.66,o,t,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,a
e,10.83,x,h,n,t,p,,n,9.12,18.46,,,n,,w,t,p,,d,u
p,4.2,c,i,y,f,,c,n,5.63,6.69,,,w,,,f,f,,d,a
e,14.58,p,y,w,f,,,w,18.59,16.25,s,,n,,,t,m,,d,u
e,4.55,x,,y,f,a,c,o,5.15,9.56,,,w,,,f,f,,d,u
p,0.68,x,g,e,f,a,,p,3.64,0.86,,h,k,,,f,f,,d,u
p,2.58,f,y,o,f,d,,o,2.9,5.39,,,o,,,f,f,,h,a
p,3.47,x,t,o,f,a,c,y,5.24,6.43,,g,o,,,f,f,,g,a
p,7.46,f,d,n,t,d,c,y,5.43,8.45,,,e,,,f,f,,d,u
p,2.86,s,d,w,f,d,d,w,3.04,2.34,,h,w,,,f,f,,g,u
p,10.43,p,,n,f,p,,w,9.64,30.8,c,,n,,,f,f,w,d,u
p,1.43,x,k,n,f,,,n,4.21,1.39,,,n,,,f,f,,d,w
e,4.46,s,w,y,f,f,f,f,4.71,12.78,,,y,,,f,f,,d,u
p,8.45,x,e,n,f,a,,n,8.42,13.89,s,,n,,n,f,f,,h,a
p,10.56,s,t,g,t,d,c,n,4.92,24.05,,,n,,,f,f,,g,a
p,1.94,x,i,l,f,a,,p,4.5,2.49,,,w,,,f,f,p,g,u
p,9.91,x,e,n,f,a,,n,12.27,16.22,s,,n,,e,f,f,,d,a
p,9.98,s,t,p,t,d,c,p,8.53,15.87,,,p,,,t,f,,d,u
p,4.85,s,d,y,f,d,c,y,3.12,5.96,,,o,,,f,f,,d,u
p,2.8,s,w,u,f,a,c,g,4.85,5.69,,s,u,,,f,f,,d,a
p,2.4,x,d,w,f,a,d,p,3.78,2.58,,h,w,,,f,f,,g,u
e,3.54,b,g,g,f,a,d,g,5.17,3.89,,s,n,,,f,f,,d,w
p,0.51,f,,o,f,d,,o,4.71,1.0,,,o,,,f,f,w,g,a
p,7.61,s,t,g,t,d,,g,4.56,12.34,,t,n,,,f,f,,d,u
p,0.58,x,g,e,f,a,,p,3.73,0.89,,h,k,,,f,f,,d,w
e,10.38,x,i,n,t,e,,p,9.12,18.78,,y,w,,,t,l,,d,a
e,5.85,x,s,b,f,x,c,w,7.57,11.08,,s,n,,,f,f,,l,a
p,3.39,f,t,n,f,x,c,p,5.08,3.96,,i,g,,,f,f,,d,u
p,6.42,x,,e,f,,c,w,3.58,13.04,,,y,,,f,f,,d,a
p,4.6,o,s,y,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,s
p,3.73,f,y,e,f,e,c,n,4.38,3.52,,k,w,,,t,e,,m,a
p,4.65,c,i,y,f,,c,r,6.21,7.58,,,w,,,f,f,,d,a
e,16.37,s,t,k,f,a,d,k,7.72,25.22,,,w,,,f,f,w,d,u
e,1.63,x,s,y,f,a,,w,7.5,2.61,,t,y,,,f,f,,g,u
p,8.91,f,h,r,f,,c,w,11.22,16.2,,,w,u,w,t,g,,d,u
e,9.12,x,h,n,t,p,,y,8.34,18.7,,,n,,w,t,p,,d,a
p,7.98,x,s,n,f,s,,n,6.1,7.91,,y,n,,,f,f,,d,a
e,2.45,x,s,w,f,d,d,w,2.73,4.74,,,w,,,f,f,,g,w
p,1.5,o,k,n,f,,,n,4.38,1.66,,,n,,,f,f,,d,a
p,3.89,b,y,w,f,e,c,n,5.04,3.67,,k,w,,,t,e,,m,u
p,16.76,x,h,o,f,e,,w,16.78,16.07,s,y,w,u,w,t,p,,d,w
p,14.97,x,h,y,f,s,,p,7.41,17.2,,i,n,,,f,f,,d,a
p,7.8,x,t,n,f,s,,g,5.68,7.99,,y,n,,,f,f,,d,w
p,12.1,x,,g,f,e,,w,10.49,14.84,,,w,u,w,t,g,,d,u
p,3.66,f,d,b,f,x,c,y,4.79,3.61,b,i,n,,,f,f,,d,a
e,8.24,x,,n,t,p,,g,12.77,27.81,,y,w,,,f,f,,d,u
p,2.69,x,g,n,f,a,,w,6.84,2.48,,,n,,,f,f,,d,a
p,3.0,f,w,o,t,d,c,y,3.4,6.3,,,n,,,f,f,,d,a
e,14.76,f,s,n,t,e,,n,12.34,18.35,s,,w,,,t,l,,m,a
p,2.64,o,,g,f,f,f,f,2.09,12.08,,g,n,,,f,f,,d,a
e,4.31,f,t,n,f,d,,o,6.03,9.09,,t,w,,,f,f,,d,w
e,4.62,f,g,g,f,a,d,g,5.09,3.75,,s,n,,,f,f,,d,u
p,2.86,f,d,b,f,x,c,w,4.31,3.13,b,s,n,,,f,f,,d,a
p,3.84,x,,w,f,x,c,p,8.59,4.28,,,p,,,f,f,,d,u
p,6.31,x,e,e,f,a,,n,7.82,9.61,,,n,,w,t,z,,d,a
e,0.99,c,g,n,t,a,,p,4.77,1.03,,,n,,,f,f,,d,u
e,13.38,s,t,k,f,a,d,y,6.49,17.15,,,w,,,f,f,w,d,a
e,11.22,f,e,b,f,,c,b,4.79,20.58,,,w,,,t,f,,d,a
p,1.65,b,h,n,f,a,,n,4.34,1.42,,t,n,,,f,f,,d,u
e,6.42,s,l,w,f,d,,w,3.33,6.91,,,w,,,f,f,,g,u
e,11.45,x,h,n,t,p,,y,9.3,22.63,,,n,,,f,f,,d,u
p,6.83,s,,o,t,d,,o,5.23,11.62,,,w,,,t,f,,d,u
e,11.38,x,s,n,f,x,,n,7.12,21.22,,,w,,,f,f,,d,a
p,2.86,x,s,w,f,d,c,w,3.18,7.73,,,w,,,f,f,,g,u
e,4.93,x,h,n,f,a,d,w,7.59,6.65,,k,o,,,f,f,,d,w
p,18.55,x,g,n,f,p,,y,4.85,35.24,,,n,,,f,f,,d,a
e,8.87,s,t,p,t,d,c,o,6.82,18.55,,,w,,,f,f,,d,a
e,9.05,f,s,w,t,e,,g,10.41,16.79,s,,w,,,t,l,,m,u
e,9.3,x,t,n,t,p,,n,8.46,18.18,,,n,,w,t,p,,d,u
e,5.39,s,l,w,f,d,,w,3.32,7.49,,,w,,,f,f,,g,a
p,16.56,s,k,n,f,d,c,y,5.88,35.45,,k,n,,,f,f,,d,a
p,0.58,f,,o,f,d,,o,4.02,0.98,,,y,,,f,f,w,g,a
e,7.08,c,h,n,f,e,,w,13.71,13.87,,s,w,u,w,f,f,,d,a
p,2.25,p,t,n,f,a,c,g,7.03,2.69,,t,y,,,t,e,,m,a
e,5.96,f,s,n,f,x,c,w,7.01,9.89,,s,n,,,f,f,,l,w
p,0.71,x,g,y,f,,,y,3.57,0.73,,,w,,,f,f,,d,a
e,4.97,x,h,n,f,x,c,w,4.18,5.26,,s,n,,,t,r,,d,u
e,2.56,f,y,n,f,a,d,p,7.14,2.92,,i,n,,,f,f,,l,a
e,2.88,x,w,y,f,f,f,f,3.63,11.1,,,y,,,f,f,,d,a
e,4.0,f,,n,f,x,c,n,5.81,3.97,,,w,,,f,f,,d,a
p,6.86,x,s,g,t,s,d,w,6.01,14.97,r,i,w,,,f,f,,d,a
p,17.18,s,k,w,t,d,d,n,6.99,29.34,,,w,,,f,f,,d,a
e,10.37,f,y,y,f,,,w,7.01,26.03,b,,n,,w,t,e,,d,a
p,13.93,x,,g,f,e,,w,11.81,17.57,,,w,u,w,t,e,,d,u
e,19.62,x,d,n,f,p,,n,14.49,33.71,s,y,w,,,f,f,,d,a
p,2.35,b,,n,f,a,,k,8.07,2.22,,,g,,w,f,f,k,g,a
p,6.03,s,,e,t,d,c,p,5.06,5.95,,,e,,,f,f,,d,a
p,4.18,x,s,y,f,,c,k,9.08,8.21,,,y,u,w,t,z,k,d,w
p,7.05,x,g,n,f,e,,w,8.63,16.79,,y,w,u,w,t,p,,d,a
p,2.86,b,,k,f,a,,k,9.41,2.45,,,g,,w,f,f,k,g,u
e,6.41,x,h,o,f,a,d,y,7.09,5.99,,k,n,,,f,f,,d,s
p,3.8,x,y,y,f,a,,w,5.87,3.66,,y,n,,,t,r,,h,u
e,2.8,x,h,n,f,,c,k,5.92,6.56,,s,w,,w,f,f,k,d,a
p,12.4,f,t,k,t,d,c,w,5.11,25.37,,,r,,,f,f,,d,u
p,9.43,s,t,p,t,d,c,p,7.65,15.97,,,p,,,t,f,,d,a
e,7.3,x,,n,t,p,,g,11.5,24.39,,y,w,,,f,f,,d,u
p,8.59,x,i,o,f,a,,o,11.68,23.03,r,,o,,,t,r,n,d,u
e,4.07,f,t,n,f,a,d,w,5.32,5.19,,s,o,,,f,f,,d,a
e,10.58,f,y,y,f,,,w,6.51,25.28,b,,n,,w,t,e,,d,w
e,15.86,x,e,n,t,e,,w,9.98,17.51,,,w,,,t,,,g,u
p,1.38,x,k,n,f,,,n,2.49,1.14,,,n,,,f,f,,d,w
e,4.13,x,d,o,f,a,c,o,5.12,6.84,,,o,,,f,f,,m,w
e,3.99,x,,w,f,x,c,w,6.08,3.69,,,w,,,f,f,,d,a
e,3.4,x,,y,f,a,c,o,3.98,10.25,,,w,,,f,f,,d,u
p,3.46,x,y,y,f,a,,w,5.9,3.62,,y,n,,,t,r,,d,a
p,4.68,x,k,w,f,s,,p,4.54,3.39,,,n,,,f,f,p,g,u
e,14.93,x,s,n,t,e,,n,11.25,17.49,s,,w,,,t,l,,m,u
p,4.15,x,,e,f,x,,w,5.44,6.64,,,w,,,f,f,,d,a
e,9.76,x,h,y,f,p,,y,8.82,15.26,,,y,,y,t,,,d,a
e,12.44,f,,g,f,d,c,y,2.64,15.42,,,w,,,f,f,,d,w
p,7.55,b,t,w,f,e,c,w,12.84,13.15,,y,w,u,w,t,l,,d,a
e,2.27,s,,n,f,f,f,f,6.03,6.24,,,y,,,f,f,,d,a
e,3.18,s,,y,f,f,f,f,6.4,7.03,,,o,,,f,f,,d,a
e,10.91,p,i,n,t,e,,p,8.63,17.64,,y,w,,,t,l,,d,a
p,3.52,f,d,b,f,x,c,y,4.2,2.74,b,s,n,,,f,f,,l,a
e,3.52,f,d,n,t,d,c,p,3.98,5.81,,,g,,,f,f,,d,a
p,9.95,s,t,r,t,d,c,n,5.28,11.5,,,n,,,f,f,,h,u
e,8.55,f,e,b,f,,c,b,5.21,19.12,,,w,,,t,f,,d,a
e,3.34,b,g,n,f,x,d,w,4.88,3.2,,,y,,,f,f,,g,u
e,6.82,f,s,n,f,s,c,w,6.87,10.72,b,i,n,,,f,f,,m,a
e,5.26,o,l,n,f,f,f,f,7.94,49.5,,,n,,,f,f,g,l,a
p,9.86,x,t,n,f,a,d,w,8.02,23.35,,,w,,,f,f,,d,u
e,3.6,x,,w,f,x,c,n,8.05,8.79,b,,w,,w,t,,,d,s
e,3.66,f,s,w,f,d,d,w,3.79,6.31,,,w,,,f,f,,m,w
p,3.31,f,s,g,f,d,c,w,3.38,8.39,,,w,,,f,f,,g,u
e,1.24,f,w,n,f,,d,g,4.96,2.37,,,w,,,f,f,,d,s
p,1.76,p,t,n,f,a,c,n,8.08,2.8,,t,y,,,t,e,,m,s
p,5.31,f,k,n,f,a,c,y,4.88,6.16,,i,y,,,t,,,d,u
p,12.13,f,g,e,f,e,,w,16.66,16.62,s,y,w,u,w,t,p,,d,a
p,10.39,x,,n,f,p,,w,9.41,30.82,c,,n,,,f,f,p,d,u
p,5.78,x,y,w,t,,,w,6.49,10.22,s,,w,,,t,l,,g,a
p,1.51,p,t,n,f,a,c,n,6.53,2.5,,t,y,,,t,e,,m,a
p,6.86,s,t,r,t,d,,w,4.3,11.02,,t,g,,,f,f,,d,u
p,9.8,f,t,r,t,d,c,n,7.03,17.09,,,n,,,f,f,,h,a
p,13.39,f,t,k,t,d,c,n,4.94,25.0,,,g,,,f,f,,d,a
p,1.62,x,k,n,f,,,n,4.96,1.93,,,n,,,f,f,,d,s
e,3.9,x,t,n,f,d,,o,6.01,7.58,,t,w,,,f,f,,d,w
p,3.0,f,s,g,f,d,c,w,2.85,7.86,,,w,,,f,f,,g,a
p,3.66,b,y,n,f,,c,w,5.14,4.27,s,s,w,,,f,f,,d,u
e,6.13,x,y,n,f,e,c,p,5.84,10.26,,y,n,,,f,f,,d,u
p,4.46,x,t,n,f,s,c,n,5.74,10.25,,,w,,n,t,z,,d,a
e,9.88,x,,n,t,,,w,8.75,14.58,b,,w,u,w,t,g,,d,u
p,5.75,b,k,n,f,d,c,n,5.5,6.82,,i,n,,,t,,,d,u
p,3.81,x,i,e,f,,,e,4.35,5.79,,,e,,,f,f,n,d,a
e,14.03,s,,w,t,d,c,w,7.05,26.39,,,w,,,f,f,,d,a
e,6.12,b,h,g,f,s,d,g,5.7,10.36,,s,g,,,f,f,,d,a
e,12.82,f,,l,f,d,c,w,2.6,14.21,,,w,,,f,f,,d,w
p,3.78,b,y,n,f,,c,g,6.01,4.57,s,s,w,,,f,f,,d,a
p,16.77,f,h,e,f,e,,w,18.81,19.23,s,y,w,u,w,t,g,,d,u
p,3.62,s,d,y,f,d,c,o,3.54,5.75,,,o,,,f,f,,d,a
e,7.57,x,t,n,f,p,d,y,6.43,11.52,,s,n,,,f,f,,g,u
p,0.97,x,g,w,f,a,d,w,3.02,1.57,,,n,,,f,f,,d,a
p,7.01,b,t,w,f,e,c,w,11.59,12.17,,y,w,u,w,t,l,,d,u
p,3.08,b,,n,f,a,,n,8.87,2.54,,,n,,w,f,f,k,g,a
p,4.57,s,,n,t,d,c,b,5.45,4.56,,,e,,,f,f,,d,u
e,7.76,f,,e,f,x,c,w,6.59,18.58,,s,w,,,f,f,,d,a
p,10.3,o,,e,f,f,f,f,2.7,22.49,,g,n,,,f,f,,d,u
p,8.01,f,,r,f,x,c,n,5.62,10.38,,,w,,,f,f,,d,u
e,9.57,x,s,e,f,d,d,w,8.35,13.55,,i,n,,,t,,w,d,u
p,7.82,x,g,n,f,e,,w,7.97,14.3,,y,w,u,w,t,p,,d,a
p,4.3,s,,n,t,d,c,w,4.71,5.38,,,n,,,f,f,,d,a
e,3.89,x,s,e,f,a,c,e,4.24,6.72,,,o,,,f,f,,m,u
e,9.25,f,,n,t,,,w,11.03,17.22,b,,w,u,w,t,g,,d,a
e,6.03,s,,y,f,a,c,w,6.54,16.97,,,w,,,f,f,,d,a
p,0.69,x,g,y,f,,,y,3.53,0.82,,,y,,,f,f,,d,a
e,13.15,f,,l,f,s,c,b,8.26,21.19,,,u,,,f,f,,l,w
e,6.82,f,,y,f,a,c,w,6.14,15.25,,,w,,,f,f,,d,u
e,1.24,x,g,n,t,a,,w,5.72,0.98,,,n,,,f,f,,h,u
p,8.95,p,,n,f,p,,w,10.25,31.03,c,,n,,,f,f,w,d,u
e,10.2,x,s,y,f,x,,n,7.61,24.71,,,n,,,f,f,,d,w
e,5.77,s,w,y,f,f,f,f,5.33,15.62,,,y,,,f,f,,d,u
p,7.16,x,w,p,f,s,c,p,4.93,10.26,,,p,,,f,f,,d,w
p,7.53,f,,y,f,x,c,n,6.56,11.78,,,w,,,f,f,,d,a
e,1.16,x,g,y,f,d,,w,5.74,1.92,,t,y,,,f,f,,g,u
p,5.63,x,e,e,f,a,,y,8.31,10.87,,,y,,w,t,z,,d,a
p,2.57,x,y,y,f,a,,w,5.37,3.4,,y,n,,,t,r,,d,u
p,6.2,x,,y,f,s,d,y,6.78,14.03,,i,y,,,f,f,,d,a
e,5.3,x,y,n,f,e,c,p,4.33,9.59,,y,n,,,f,f,,d,a
e,5.46,s,,n,f,d,c,w,3.9,8.01,,s,w,,,f,f,,l,u
p,8.39,s,t,y,f,x,c,y,6.68,18.6,,,y,,,f,f,,d,a
p,3.04,f,k,w,f,s,,p,3.59,2.54,,,n,,,f,f,p,g,a
e,6.68,x,d,n,t,p,,y,5.32,11.55,,,y,,,f,f,,d,u
p,4.18,x,,w,f,x,c,p,8.81,4.31,,,p,,,f,f,,d,u
p,3.52,f,d,b,f,x,c,w,4.08,2.75,b,s,n,,,f,f,,d,u
p,10.98,s,t,k,t,d,c,w,4.55,25.63,,,n,,,f,f,,d,u
e,10.6,x,i,n,t,e,,p,9.38,18.77,,y,w,,,t,l,,d,a
p,14.74,x,h,o,f,e,,w,16.8,17.46,s,y,w,u,w,t,p,,d,w
e,9.55,x,,n,t,,,w,10.77,17.26,b,,w,u,w,t,g,,d,u
p,6.31,x,t,e,f,x,d,w,5.21,15.91,b,,w,,,f,f,,d,u
p,12.85,f,,g,f,e,,w,11.42,16.86,,,w,u,w,t,g,,d,a
p,0.99,x,g,w,f,a,d,w,3.29,1.53,,,e,,,f,f,,l,u
p,2.57,b,,k,f,a,,k,7.35,2.27,,,n,,w,f,f,k,g,u
p,9.41,x,y,n,f,a,c,y,10.03,11.43,,y,n,,,t,,,d,u
p,2.79,b,,g,f,a,,n,9.43,2.5,,,g,,w,f,f,k,g,a
e,7.84,x,h,n,f,p,d,y,6.58,12.07,,s,n,,,f,f,,g,u
e,14.89,x,y,n,t,e,,w,10.61,17.79,,,w,,,t,,,g,a
